sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS24529,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,minus,plus
VBS24530,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,0.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,plus,plus
VBS24531,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,5.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS24532,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,2.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,minus,minus,plus,plus
VBS24533,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24534,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,5.5,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,plus,plus,plus
VBS24535,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,5.3,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,plus,plus,plus
VBS24536,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,6.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS24537,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,plus,plus
VBS24539,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,5.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
